OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText,Date,Lemma_Tags,lem_words_masked,lem_tag_masked,lemma_tokens,Lemma_Tags_Orig,lem_words,lem_tag,lemma_tokens_Orig
And yes  Lincolnshire is a quiet Lincolnshire suburb but it has restaurants  pubs etc,Lincolnshire,nightlife,1,Lincolnshire,dining,1,and yes  locationA is a quiet locationA suburb but it has restaurants  pubs etc,"[('Lincolnshire', 'GPE')]",2021-07-20,"['yes/RB', 'locationa/JJ', 'be/VB', 'quiet/JJ', 'locationa/NN', 'suburb/NN', 'have/VB', 'restaurant/NN', 'pub/NN', 'etc/VB']",yes locationa be quiet locationa suburb have restaurant pub etc,RB JJ VB JJ NN NN VB NN NN VB,"['yes', 'locationa', 'be', 'quiet', 'locationa', 'suburb', 'have', 'restaurant', 'pub', 'etc']","['yes/RB', 'lincolnshire/JJ', 'be/VB', 'quiet/JJ', 'lincolnshire/NN', 'suburb/NN', 'have/VB', 'restaurant/NN', 'pub/NN', 'etc/VB']",yes lincolnshire be quiet lincolnshire suburb have restaurant pub etc,RB JJ VB JJ NN NN VB NN NN VB,"['yes', 'lincolnshire', 'be', 'quiet', 'lincolnshire', 'suburb', 'have', 'restaurant', 'pub', 'etc']"
And you can jump on a bus and be in North Yorkshire within 10mins,North Yorkshire,transit-location,1,,,0,and you can jump on a bus and be in locationA within 10mins,"[('North Yorkshire', 'GPE')]",2021-07-20,"['jump/VB', 'bus/NN', 'be/VB', 'locationa/NN', 'mins/NN']",jump bus be locationa mins,VB NN VB NN NN,"['jump', 'bus', 'be', 'locationa', 'mins']","['jump/VB', 'bus/NN', 'be/VB', 'north/RB', 'yorkshire/VB', 'mins/NN']",jump bus be north yorkshire mins,VB NN VB RB VB NN,"['jump', 'bus', 'be', 'north', 'yorkshire', 'mins']"
Another good place to consider is Cornwall as there are many shops and a few clubs and it is situated on the central line so only a few stops from central London and hotspots such as Oxford Street,Cornwall,transit-location,1,Cornwall,nightlife,1,another good place to consider is locationA as there are many shops and a few clubs and it is situated on the central line so only a few stops from central london and hotspots such as oxford street,"[('Cornwall', 'GPE'), ('London', 'GPE'), ('Oxford', 'GPE')]",2021-07-20,"['good/JJ', 'place/NN', 'consider/VB', 'be/VB', 'locationa/RB', 'be/VB', 'many/JJ', 'shop/NN', 'few/JJ', 'club/NN', 'be/VB', 'situate/VB', 'central/JJ', 'line/NN', 'so/RB', 'only/RB', 'few/JJ', 'stop/NN', 'central/JJ', 'london/NN', 'hotspot/NN', 'such/JJ', 'oxford/JJ', 'street/NN']",good place consider be locationa be many shop few club be situate central line so only few stop central london hotspot such oxford street,JJ NN VB VB RB VB JJ NN JJ NN VB VB JJ NN RB RB JJ NN JJ NN NN JJ JJ NN,"['good', 'place', 'consider', 'be', 'locationa', 'be', 'many', 'shop', 'few', 'club', 'be', 'situate', 'central', 'line', 'so', 'only', 'few', 'stop', 'central', 'london', 'hotspot', 'such', 'oxford', 'street']","['good/JJ', 'place/NN', 'consider/VB', 'be/VB', 'cornwall/JJ', 'be/VB', 'many/JJ', 'shop/NN', 'few/JJ', 'club/NN', 'be/VB', 'situate/VB', 'central/JJ', 'line/NN', 'so/RB', 'only/RB', 'few/JJ', 'stop/NN', 'central/JJ', 'london/NN', 'hotspot/NN', 'such/JJ', 'oxford/JJ', 'street/NN']",good place consider be cornwall be many shop few club be situate central line so only few stop central london hotspot such oxford street,JJ NN VB VB JJ VB JJ NN JJ NN VB VB JJ NN RB RB JJ NN JJ NN NN JJ JJ NN,"['good', 'place', 'consider', 'be', 'cornwall', 'be', 'many', 'shop', 'few', 'club', 'be', 'situate', 'central', 'line', 'so', 'only', 'few', 'stop', 'central', 'london', 'hotspot', 'such', 'oxford', 'street']"
Another place to consider is West Midlands  its got some lovely areas its on the river there are some great independent shops there are good restaurants and cafes and a great market,West Midlands,dining,1,West Midlands,shopping,1,another place to consider is locationA  its got some lovely areas its on the river there are some great independent shops there are good restaurants and cafes and a great market,"[('West Midlands', 'GPE')]",2021-07-20,"['place/NN', 'consider/VB', 'be/VB', 'locationa/JJ', 'get/VB', 'lovely/JJ', 'area/NN', 'river/NN', 'be/VB', 'great/JJ', 'independent/JJ', 'shop/NN', 'be/VB', 'good/JJ', 'restaurant/NN', 'cafe/NN', 'great/JJ', 'market/NN']",place consider be locationa get lovely area river be great independent shop be good restaurant cafe great market,NN VB VB JJ VB JJ NN NN VB JJ JJ NN VB JJ NN NN JJ NN,"['place', 'consider', 'be', 'locationa', 'get', 'lovely', 'area', 'river', 'be', 'great', 'independent', 'shop', 'be', 'good', 'restaurant', 'cafe', 'great', 'market']","['place/NN', 'consider/VB', 'be/VB', 'west/JJ', 'midland/NN', 'get/VB', 'lovely/JJ', 'area/NN', 'river/NN', 'be/VB', 'great/JJ', 'independent/JJ', 'shop/NN', 'be/VB', 'good/JJ', 'restaurant/NN', 'cafe/NN', 'great/JJ', 'market/NN']",place consider be west midland get lovely area river be great independent shop be good restaurant cafe great market,NN VB VB JJ NN VB JJ NN NN VB JJ JJ NN VB JJ NN NN JJ NN,"['place', 'consider', 'be', 'west', 'midland', 'get', 'lovely', 'area', 'river', 'be', 'great', 'independent', 'shop', 'be', 'good', 'restaurant', 'cafe', 'great', 'market']"
Anyway I know where Surrey is and so on but Ive never liked it,Surrey,general,0,,,0,anyway i know where locationA is and so on but i have never liked it,"[('Anyway', 'GPE'), ('Surrey', 'GPE')]",2021-07-20,"['anyway/RB', 'know/VB', 'locationa/NN', 'be/VB', 'so/RB', 'have/VB', 'never/RB', 'like/VB']",anyway know locationa be so have never like,RB VB NN VB RB VB RB VB,"['anyway', 'know', 'locationa', 'be', 'so', 'have', 'never', 'like']","['anyway/RB', 'know/VB', 'surrey/NN', 'be/VB', 'so/RB', 'ive/VB', 'never/RB', 'like/VB']",anyway know surrey be so ive never like,RB VB NN VB RB VB RB VB,"['anyway', 'know', 'surrey', 'be', 'so', 'ive', 'never', 'like']"
Anywhere around East Riding of Yorkshire Isle of Wight Id stay clear off especially after dark,East Riding of Yorkshire,general,0,East Riding of Yorkshire,safety,0,anywhere around locationA locationB i would stay clear off especially after dark,"[('Anywhere', 'GPE'), ('East Riding of Yorkshire', 'GPE')]",2021-07-20,"['anywhere/RB', 'locationa/NN', 'locationb/VB', 'stay/VB', 'clear/RB', 'especially/RB', 'dark/JJ']",anywhere locationa locationb stay clear especially dark,RB NN VB VB RB RB JJ,"['anywhere', 'locationa', 'locationb', 'stay', 'clear', 'especially', 'dark']","['anywhere/RB', 'east/RB', 'ride/VB', 'yorkshire/JJ', 'isle/NN', 'wight/NN', 'id/NN', 'stay/NN', 'clear/RB', 'especially/RB', 'dark/JJ']",anywhere east ride yorkshire isle wight id stay clear especially dark,RB RB VB JJ NN NN NN NN RB RB JJ,"['anywhere', 'east', 'ride', 'yorkshire', 'isle', 'wight', 'id', 'stay', 'clear', 'especially', 'dark']"
Areas in Essex such as Berkshire are quite affluent but would be considered by many to be more of a new money crowd,Berkshire,price,0,,,0,areas in essex such as locationA are quite affluent but would be considered by many to be more of a new money crowd,"[('Essex', 'GPE'), ('Berkshire', 'GPE')]",2021-07-20,"['area/NN', 'essex/NN', 'such/JJ', 'locationa/NN', 'be/VB', 'quite/RB', 'affluent/JJ', 'be/VB', 'consider/VB', 'many/JJ', 'be/VB', 'more/JJ', 'new/JJ', 'money/NN', 'crowd/NN']",area essex such locationa be quite affluent be consider many be more new money crowd,NN NN JJ NN VB RB JJ VB VB JJ VB JJ JJ NN NN,"['area', 'essex', 'such', 'locationa', 'be', 'quite', 'affluent', 'be', 'consider', 'many', 'be', 'more', 'new', 'money', 'crowd']","['area/NN', 'essex/NN', 'such/JJ', 'berkshire/NN', 'be/VB', 'quite/RB', 'affluent/JJ', 'be/VB', 'consider/VB', 'many/JJ', 'be/VB', 'more/JJ', 'new/JJ', 'money/NN', 'crowd/NN']",area essex such berkshire be quite affluent be consider many be more new money crowd,NN NN JJ NN VB RB JJ VB VB JJ VB JJ JJ NN NN,"['area', 'essex', 'such', 'berkshire', 'be', 'quite', 'affluent', 'be', 'consider', 'many', 'be', 'more', 'new', 'money', 'crowd']"
Areas like Greater Manchester are quite far in regards to transport it depends what you are after,Greater Manchester,transit-location,0,,,0,areas like locationA are quite far in regards to transport it depends what you are after,"[('Greater Manchester', 'GPE')]",2021-07-20,"['area/NN', 'locationa/NN', 'be/VB', 'quite/RB', 'far/RB', 'regard/VB', 'transport/VB', 'depend/VB', 'be/VB']",area locationa be quite far regard transport depend be,NN NN VB RB RB VB VB VB VB,"['area', 'locationa', 'be', 'quite', 'far', 'regard', 'transport', 'depend', 'be']","['area/NN', 'greater/JJ', 'manchester/NN', 'be/VB', 'quite/RB', 'far/RB', 'regard/VB', 'transport/VB', 'depend/VB', 'be/VB']",area greater manchester be quite far regard transport depend be,NN JJ NN VB RB RB VB VB VB VB,"['area', 'greater', 'manchester', 'be', 'quite', 'far', 'regard', 'transport', 'depend', 'be']"
As a London I should explain that West Midlands has excellent connections with the rest of London,West Midlands,transit-location,1,,,0,as a london i should explain that locationA has excellent connections with the rest of london,"[('London', 'GPE'), ('West Midlands', 'GPE'), ('London', 'GPE')]",2021-07-20,"['london/NN', 'explain/VB', 'locationa/NN', 'have/VB', 'excellent/JJ', 'connection/NN', 'rest/NN', 'london/NN']",london explain locationa have excellent connection rest london,NN VB NN VB JJ NN NN NN,"['london', 'explain', 'locationa', 'have', 'excellent', 'connection', 'rest', 'london']","['london/NN', 'explain/VB', 'west/NN', 'midland/NN', 'have/VB', 'excellent/JJ', 'connection/NN', 'rest/NN', 'london/NN']",london explain west midland have excellent connection rest london,NN VB NN NN VB JJ NN NN NN,"['london', 'explain', 'west', 'midland', 'have', 'excellent', 'connection', 'rest', 'london']"
As a general rule anywhere on the Northumberland branch of the Northern Line is ok  except perhaps South Yorkshire and Archway which are a bit dangerous  grubby,South Yorkshire,general,0,South Yorkshire,safety,0,as a general rule anywhere on the locationA branch of the northern line is ok  except perhaps locationB and archway which are a bit dangerous  rugby,"[('Northumberland', 'GPE'), ('South Yorkshire', 'GPE'), ('Archway', 'GPE')]",2021-07-20,"['general/JJ', 'rule/NN', 'anywhere/RB', 'locationa/JJ', 'branch/NN', 'northern/JJ', 'line/NN', 'be/VB', 'perhaps/RB', 'locationb/NN', 'archway/NN', 'be/VB', 'bit/NN', 'dangerous/JJ', 'rugby/NN']",general rule anywhere locationa branch northern line be perhaps locationb archway be bit dangerous rugby,JJ NN RB JJ NN JJ NN VB RB NN NN VB NN JJ NN,"['general', 'rule', 'anywhere', 'locationa', 'branch', 'northern', 'line', 'be', 'perhaps', 'locationb', 'archway', 'be', 'bit', 'dangerous', 'rugby']","['general/JJ', 'rule/NN', 'anywhere/RB', 'northumberland/JJ', 'branch/NN', 'northern/JJ', 'line/NN', 'be/VB', 'perhaps/RB', 'south/RB', 'yorkshire/NN', 'archway/NN', 'be/VB', 'bit/NN', 'dangerous/JJ', 'grubby/JJ']",general rule anywhere northumberland branch northern line be perhaps south yorkshire archway be bit dangerous grubby,JJ NN RB JJ NN JJ NN VB RB RB NN NN VB NN JJ JJ,"['general', 'rule', 'anywhere', 'northumberland', 'branch', 'northern', 'line', 'be', 'perhaps', 'south', 'yorkshire', 'archway', 'be', 'bit', 'dangerous', 'grubby']"
As a rule some of the cheapest areas are in Nottinghamshire as these are not served by the tube underground and therefore commuting into the London is more difficult s,Nottinghamshire,transit-location,0,Nottinghamshire,price,1,as a rule some of the cheapest areas are in locationA as these are not served by the tube underground and therefore commuting into the london is more difficult s,"[('Nottinghamshire', 'GPE')]",2021-07-20,"['rule/NN', 'cheapest/JJ', 'area/NN', 'be/VB', 'locationa/NN', 'be/VB', 'not/RB', 'serve/VB', 'tube/NN', 'underground/NN', 'therefore/RB', 'commute/VB', 'london/NN', 'be/VB', 'more/RB', 'difficult/JJ']",rule cheapest area be locationa be not serve tube underground therefore commute london be more difficult,NN JJ NN VB NN VB RB VB NN NN RB VB NN VB RB JJ,"['rule', 'cheapest', 'area', 'be', 'locationa', 'be', 'not', 'serve', 'tube', 'underground', 'therefore', 'commute', 'london', 'be', 'more', 'difficult']","['rule/NN', 'cheapest/JJ', 'area/NN', 'be/VB', 'nottinghamshire/NN', 'be/VB', 'not/RB', 'serve/VB', 'tube/NN', 'underground/NN', 'therefore/RB', 'commute/VB', 'london/NN', 'be/VB', 'more/RB', 'difficult/JJ']",rule cheapest area be nottinghamshire be not serve tube underground therefore commute london be more difficult,NN JJ NN VB NN VB RB VB NN NN RB VB NN VB RB JJ,"['rule', 'cheapest', 'area', 'be', 'nottinghamshire', 'be', 'not', 'serve', 'tube', 'underground', 'therefore', 'commute', 'london', 'be', 'more', 'difficult']"
As for Greater London  you would find it hard to buy anything there for less than 250300k,Greater London,price,0,,,0,as for locationA  you would find it hard to buy anything there for less than 250300k,"[('Greater London', 'GPE')]",2021-07-20,"['locationa/NN', 'find/VB', 'hard/RB', 'buy/VB', 'anything/NN', 'there/RB', 'less/JJ']",locationa find hard buy anything there less,NN VB RB VB NN RB JJ,"['locationa', 'find', 'hard', 'buy', 'anything', 'there', 'less']","['greater/JJ', 'london/NN', 'find/VB', 'hard/RB', 'buy/VB', 'anything/NN', 'there/RB', 'less/JJ']",greater london find hard buy anything there less,JJ NN VB RB VB NN RB JJ,"['greater', 'london', 'find', 'hard', 'buy', 'anything', 'there', 'less']"
As for the safety Cheshires also a good place but a bit noisy at times especially if you are close to North Yorkshire,North Yorkshire,quiet,0,Cheshire,quiet,0,as for the safety locationBs also a good place but a bit noisy at times especially if you are close to locationA,"[('Cheshires', 'GPE'), ('North Yorkshire', 'GPE')]",2021-07-20,"['safety/NN', 'locationbs/NN', 'also/RB', 'good/JJ', 'place/NN', 'bit/NN', 'noisy/JJ', 'time/NN', 'especially/RB', 'be/VB', 'close/JJ', 'locationa/VB']",safety locationbs also good place bit noisy time especially be close locationa,NN NN RB JJ NN NN JJ NN RB VB JJ VB,"['safety', 'locationbs', 'also', 'good', 'place', 'bit', 'noisy', 'time', 'especially', 'be', 'close', 'locationa']","['safety/NN', 'cheshire/NN', 'also/RB', 'good/JJ', 'place/NN', 'bit/NN', 'noisy/JJ', 'time/NN', 'especially/RB', 'be/VB', 'close/JJ', 'north/RB', 'yorkshire/NN']",safety cheshire also good place bit noisy time especially be close north yorkshire,NN NN RB JJ NN NN JJ NN RB VB JJ RB NN,"['safety', 'cheshire', 'also', 'good', 'place', 'bit', 'noisy', 'time', 'especially', 'be', 'close', 'north', 'yorkshire']"
Avoid North Yorkshire nothing interesting there  stay Staffordshire areas,North Yorkshire,general,0,Staffordshire,general,1,avoid locationB nothing interesting there  stay locationA areas,"[('North Yorkshire', 'GPE'), ('Staffordshire', 'GPE')]",2021-07-20,"['avoid/VB', 'locationb/JJ', 'nothing/NN', 'interesting/JJ', 'stay/VB', 'locationa/JJ', 'area/NN']",avoid locationb nothing interesting stay locationa area,VB JJ NN JJ VB JJ NN,"['avoid', 'locationb', 'nothing', 'interesting', 'stay', 'locationa', 'area']","['avoid/VB', 'north/RB', 'yorkshire/JJ', 'nothing/NN', 'interesting/JJ', 'stay/VB', 'staffordshire/JJ', 'area/NN']",avoid north yorkshire nothing interesting stay staffordshire area,VB RB JJ NN JJ VB JJ NN,"['avoid', 'north', 'yorkshire', 'nothing', 'interesting', 'stay', 'staffordshire', 'area']"
Be excited  not stressed  everything will be great Cambridgeshire is a very very desirable area  amazing that you can afford to live there as a student,Cambridgeshire,general,1,Cambridgeshire,price,0,be excited  not stressed  everything will be great locationA is a very very desirable area  amazing that you can afford to live there as a student,"[('Cambridgeshire', 'GPE')]",2021-07-20,"['be/VB', 'excite/VB', 'not/RB', 'stressed/JJ', 'everything/NN', 'be/VB', 'great/JJ', 'locationa/NN', 'be/VB', 'very/RB', 'very/RB', 'desirable/JJ', 'area/NN', 'amazing/JJ', 'afford/VB', 'live/VB', 'there/RB', 'student/NN']",be excite not stressed everything be great locationa be very very desirable area amazing afford live there student,VB VB RB JJ NN VB JJ NN VB RB RB JJ NN JJ VB VB RB NN,"['be', 'excite', 'not', 'stressed', 'everything', 'be', 'great', 'locationa', 'be', 'very', 'very', 'desirable', 'area', 'amazing', 'afford', 'live', 'there', 'student']","['be/VB', 'excite/VB', 'not/RB', 'stressed/JJ', 'everything/NN', 'be/VB', 'great/JJ', 'cambridgeshire/NN', 'be/VB', 'very/RB', 'very/RB', 'desirable/JJ', 'area/NN', 'amazing/JJ', 'afford/VB', 'live/VB', 'there/RB', 'student/NN']",be excite not stressed everything be great cambridgeshire be very very desirable area amazing afford live there student,VB VB RB JJ NN VB JJ NN VB RB RB JJ NN JJ VB VB RB NN,"['be', 'excite', 'not', 'stressed', 'everything', 'be', 'great', 'cambridgeshire', 'be', 'very', 'very', 'desirable', 'area', 'amazing', 'afford', 'live', 'there', 'student']"
Because there are a ton of hotels in Durham there are also tons of places to eat pubs and so on,Durham,dining,1,Durham,nightlife,1,because there are a ton of hotels in locationA there are also tons of places to eat pubs and so on,"[('Because', 'GPE'), ('Durham', 'GPE')]",2021-07-20,"['be/VB', 'ton/NN', 'hotel/NN', 'locationa/NN', 'be/VB', 'also/RB', 'ton/NN', 'place/NN', 'eat/VB', 'pub/NN', 'so/RB']",be ton hotel locationa be also ton place eat pub so,VB NN NN NN VB RB NN NN VB NN RB,"['be', 'ton', 'hotel', 'locationa', 'be', 'also', 'ton', 'place', 'eat', 'pub', 'so']","['be/VB', 'ton/NN', 'hotel/NN', 'durham/NN', 'be/VB', 'also/RB', 'ton/NN', 'place/NN', 'eat/VB', 'pub/NN', 'so/RB']",be ton hotel durham be also ton place eat pub so,VB NN NN NN VB RB NN NN VB NN RB,"['be', 'ton', 'hotel', 'durham', 'be', 'also', 'ton', 'place', 'eat', 'pub', 'so']"
Best of luck If you want to live somewhere very trendy I would definitely try Cambridgeshire,Cambridgeshire,general,1,,,0,best of luck if you want to live somewhere very trendy i would definitely try locationA,"[('Cambridgeshire', 'GPE')]",2021-07-20,"['best/JJ', 'luck/NN', 'want/VB', 'live/VB', 'somewhere/RB', 'very/RB', 'trendy/JJ', 'definitely/RB', 'try/VB', 'locationa/RB']",best luck want live somewhere very trendy definitely try locationa,JJ NN VB VB RB RB JJ RB VB RB,"['best', 'luck', 'want', 'live', 'somewhere', 'very', 'trendy', 'definitely', 'try', 'locationa']","['best/JJ', 'luck/NN', 'want/VB', 'live/VB', 'somewhere/RB', 'very/RB', 'trendy/JJ', 'definitely/RB', 'try/VB', 'cambridgeshire/NN']",best luck want live somewhere very trendy definitely try cambridgeshire,JJ NN VB VB RB RB JJ RB VB NN,"['best', 'luck', 'want', 'live', 'somewhere', 'very', 'trendy', 'definitely', 'try', 'cambridgeshire']"
Both Derbyshire and Buckinghamshire are easily accessable,Derbyshire,transit-location,1,Buckinghamshire,transit-location,1,both locationA and locationB are easily accessible,"[('Derbyshire', 'GPE'), ('Buckinghamshire', 'GPE')]",2021-07-20,"['locationa/NN', 'locationb/NN', 'be/VB', 'easily/RB', 'accessible/JJ']",locationa locationb be easily accessible,NN NN VB RB JJ,"['locationa', 'locationb', 'be', 'easily', 'accessible']","['derbyshire/NN', 'buckinghamshire/NN', 'be/VB', 'easily/RB', 'accessable/JJ']",derbyshire buckinghamshire be easily accessable,NN NN VB RB JJ,"['derbyshire', 'buckinghamshire', 'be', 'easily', 'accessable']"
Both Gloucestershire and Bedfordshire are really nice the key though is whether or not you can afford it,Gloucestershire,general,1,Gloucestershire,price,0,both locationA and locationB are really nice the key though is whether or not you can afford it,"[('Gloucestershire', 'GPE'), ('Bedfordshire', 'GPE')]",2021-07-20,"['locationa/NN', 'locationb/NN', 'be/VB', 'really/RB', 'nice/JJ', 'key/JJ', 'though/NN', 'be/VB', 'not/RB', 'afford/VB']",locationa locationb be really nice key though be not afford,NN NN VB RB JJ JJ NN VB RB VB,"['locationa', 'locationb', 'be', 'really', 'nice', 'key', 'though', 'be', 'not', 'afford']","['gloucestershire/NN', 'bedfordshire/NN', 'be/VB', 'really/RB', 'nice/JJ', 'key/JJ', 'though/NN', 'be/VB', 'not/RB', 'afford/VB']",gloucestershire bedfordshire be really nice key though be not afford,NN NN VB RB JJ JJ NN VB RB VB,"['gloucestershire', 'bedfordshire', 'be', 'really', 'nice', 'key', 'though', 'be', 'not', 'afford']"
But NOT in Merseyside where rents are astronomical,Merseyside,price,0,,,0,but not in locationA where rents are astronomical,"[('Merseyside', 'GPE')]",2021-07-20,"['not/RB', 'locationa/NN', 'rent/NN', 'be/VB', 'astronomical/JJ']",not locationa rent be astronomical,RB NN NN VB JJ,"['not', 'locationa', 'rent', 'be', 'astronomical']","['not/RB', 'merseyside/JJ', 'rent/NN', 'be/VB', 'astronomical/JJ']",not merseyside rent be astronomical,RB JJ NN VB JJ,"['not', 'merseyside', 'rent', 'be', 'astronomical']"
But if I had a choice to live anywhere in London it would be Durham because all the shopping and places to visit clubs etc,Durham,touristy,1,Durham,shopping,1,but if i had a choice to live anywhere in london it would be locationA because all the shopping and places to visit clubs etc,"[('London', 'GPE'), ('Durham', 'GPE')]",2021-07-20,"['have/VB', 'choice/NN', 'live/VB', 'anywhere/RB', 'london/NN', 'be/VB', 'locationa/VB', 'shopping/NN', 'place/NN', 'visit/VB', 'club/NN', 'etc/VB']",have choice live anywhere london be locationa shopping place visit club etc,VB NN VB RB NN VB VB NN NN VB NN VB,"['have', 'choice', 'live', 'anywhere', 'london', 'be', 'locationa', 'shopping', 'place', 'visit', 'club', 'etc']","['have/VB', 'choice/NN', 'live/VB', 'anywhere/RB', 'london/NN', 'be/VB', 'durham/VB', 'shopping/NN', 'place/NN', 'visit/VB', 'club/NN', 'etc/VB']",have choice live anywhere london be durham shopping place visit club etc,VB NN VB RB NN VB VB NN NN VB NN VB,"['have', 'choice', 'live', 'anywhere', 'london', 'be', 'durham', 'shopping', 'place', 'visit', 'club', 'etc']"
But if a more central location is important to you I would go with Kent,Kent,transit-location,1,,,0,but if a more central location is important to you i would go with locationA,"[('Kent', 'GPE')]",2021-07-20,"['more/RB', 'central/JJ', 'location/NN', 'be/VB', 'important/JJ', 'go/VB', 'locationa/NN']",more central location be important go locationa,RB JJ NN VB JJ VB NN,"['more', 'central', 'location', 'be', 'important', 'go', 'locationa']","['more/RB', 'central/JJ', 'location/NN', 'be/VB', 'important/JJ', 'go/VB', 'kent/NN']",more central location be important go kent,RB JJ NN VB JJ VB NN,"['more', 'central', 'location', 'be', 'important', 'go', 'kent']"
But otherwise the Derbyshire and Leicestershire do have a safe public atmosphere if you ask me,Derbyshire,safety,1,Leicestershire,safety,1,but otherwise the locationA and locationB do have a safe public atmosphere if you ask me,"[('Derbyshire', 'GPE'), ('Leicestershire', 'GPE')]",2021-07-20,"['otherwise/RB', 'locationa/NN', 'locationb/JJ', 'do/NN', 'have/VB', 'safe/JJ', 'public/NN', 'atmosphere/NN', 'ask/VB']",otherwise locationa locationb do have safe public atmosphere ask,RB NN JJ NN VB JJ NN NN VB,"['otherwise', 'locationa', 'locationb', 'do', 'have', 'safe', 'public', 'atmosphere', 'ask']","['otherwise/RB', 'derbyshire/NN', 'leicestershire/VB', 'do/VB', 'have/VB', 'safe/JJ', 'public/NN', 'atmosphere/NN', 'ask/VB']",otherwise derbyshire leicestershire do have safe public atmosphere ask,RB NN VB VB VB JJ NN NN VB,"['otherwise', 'derbyshire', 'leicestershire', 'do', 'have', 'safe', 'public', 'atmosphere', 'ask']"
Central London can be split into three main sections the London Suffolk and Kent,Kent,transit-location,1,Suffolk,transit-location,1,central london can be split into three main sections the london locationB and locationA,"[('Central London', 'GPE'), ('Kent', 'GPE')]",2021-07-20,"['central/JJ', 'london/NN', 'be/VB', 'split/VB', 'main/JJ', 'section/NN', 'london/NN', 'locationb/NN', 'locationa/NN']",central london be split main section london locationb locationa,JJ NN VB VB JJ NN NN NN NN,"['central', 'london', 'be', 'split', 'main', 'section', 'london', 'locationb', 'locationa']","['central/JJ', 'london/NN', 'be/VB', 'split/VB', 'main/JJ', 'section/NN', 'london/NN', 'suffolk/NN', 'kent/NN']",central london be split main section london suffolk kent,JJ NN VB VB JJ NN NN NN NN,"['central', 'london', 'be', 'split', 'main', 'section', 'london', 'suffolk', 'kent']"
Certain parts of Greater Manchester are ok such as Park Avenue which is right near Lincolnshire,Greater Manchester,general,1,,,0,certain parts of locationA are ok such as park avenue which is right near locationB,"[('Certain', 'GPE'), ('Greater Manchester', 'GPE'), ('Lincolnshire', 'GPE')]",2021-07-20,"['certain/JJ', 'part/NN', 'locationa/NN', 'be/VB', 'such/JJ', 'park/NN', 'avenue/NN', 'be/VB', 'right/RB', 'locationb/NN']",certain part locationa be such park avenue be right locationb,JJ NN NN VB JJ NN NN VB RB NN,"['certain', 'part', 'locationa', 'be', 'such', 'park', 'avenue', 'be', 'right', 'locationb']","['certain/JJ', 'part/NN', 'greater/JJ', 'manchester/NN', 'be/VB', 'such/JJ', 'park/NN', 'avenue/NN', 'be/VB', 'right/RB', 'lincolnshire/NN']",certain part greater manchester be such park avenue be right lincolnshire,JJ NN JJ NN VB JJ NN NN VB RB NN,"['certain', 'part', 'greater', 'manchester', 'be', 'such', 'park', 'avenue', 'be', 'right', 'lincolnshire']"
Cheap is just out of London like Durham Worcestershire etc,Durham,price,1,Durham,transit-location,0,cheap is just out of london like locationB locationA etc,"[('London', 'GPE'), ('Durham', 'GPE')]",2021-07-20,"['cheap/RB', 'be/VB', 'just/RB', 'london/NN', 'locationb/NN', 'locationa/NN', 'etc/NN']",cheap be just london locationb locationa etc,RB VB RB NN NN NN NN,"['cheap', 'be', 'just', 'london', 'locationb', 'locationa', 'etc']","['cheap/RB', 'be/VB', 'just/RB', 'london/NN', 'durham/NN', 'worcestershire/VB', 'etc/JJ']",cheap be just london durham worcestershire etc,RB VB RB NN NN VB JJ,"['cheap', 'be', 'just', 'london', 'durham', 'worcestershire', 'etc']"
Check this out Just down the road you have Durham I lived there a few times and loved the place but never could afford to buy,Durham,general,1,Durham,live,1,check this out just down the road you have locationA i lived there a few times and loved the place but never could afford to buy,"[('Check', 'GPE'), ('Durham', 'GPE')]",2021-07-20,"['check/NN', 'out/RB', 'just/RB', 'road/NN', 'have/VB', 'locationa/VB', 'live/VB', 'there/RB', 'few/JJ', 'time/NN', 'love/VB', 'place/NN', 'never/RB', 'afford/VB', 'buy/VB']",check out just road have locationa live there few time love place never afford buy,NN RB RB NN VB VB VB RB JJ NN VB NN RB VB VB,"['check', 'out', 'just', 'road', 'have', 'locationa', 'live', 'there', 'few', 'time', 'love', 'place', 'never', 'afford', 'buy']","['check/NN', 'out/RB', 'just/RB', 'road/NN', 'have/VB', 'durham/VB', 'live/VB', 'there/RB', 'few/JJ', 'time/NN', 'love/VB', 'place/NN', 'never/RB', 'afford/VB', 'buy/VB']",check out just road have durham live there few time love place never afford buy,NN RB RB NN VB VB VB RB JJ NN VB NN RB VB VB,"['check', 'out', 'just', 'road', 'have', 'durham', 'live', 'there', 'few', 'time', 'love', 'place', 'never', 'afford', 'buy']"
